household_id,appliance_type,power_rating,star_rating,daily_hours,room_size,household_size,location_type,income_bracket,house_type,season,daily_consumption,monthly_consumption,monthly_cost,efficiency_score,usage_pattern,appliance_age,brand_tier,total_monthly_bill,cost_per_kwh,consumption_per_watt,efficiency_ratio
105,LED Lights,15,5,10.93,86,3,Rural,Low,Independent House,Spring,0.126,3.79,24.63,100,Heavy,5,Budget,1013.9499999999999,6.4986807387862795,8.4,333.33333333333337
105,Ceiling Fan,59,4,14.11,215,3,Rural,Low,Independent House,Spring,0.741,22.23,144.5,80,Heavy,1,Standard,1013.9499999999999,6.500224921277553,12.559322033898306,67.79661016949153
106,Refrigerator,190,4,18.0,113,3,Urban,High,Independent House,Winter,2.81,84.29,547.88,80,Heavy,6,Budget,3673.46,6.499940680982323,14.789473684210526,21.05263157894737
106,Television,130,4,6.37,219,3,Urban,High,Independent House,Winter,0.797,23.91,155.39,80,Regular,2,Standard,3673.46,6.4989544123797565,6.130769230769231,30.769230769230766
106,LED Lights,11,5,10.06,127,3,Urban,High,Independent House,Winter,0.084,2.51,16.3,100,Heavy,8,Budget,3673.46,6.494023904382471,7.636363636363637,454.54545454545456
106,Ceiling Fan,59,5,13.72,148,3,Urban,High,Independent House,Winter,0.677,20.3,131.92,100,Heavy,9,Standard,3673.46,6.498522167487684,11.474576271186441,84.74576271186442
106,Air Conditioner,1722,2,2.74,252,3,Urban,High,Independent House,Winter,5.595,167.86,1091.08,40,Regular,5,Premium,3673.46,6.49994042654593,3.249128919860627,1.1614401858304297
106,Washing Machine,709,5,1.15,189,3,Urban,High,Independent House,Winter,0.599,17.97,116.82,100,Regular,6,Standard,3673.46,6.500834724540901,0.8448519040902679,7.052186177715092
106,Microwave,931,3,0.59,226,3,Urban,High,Independent House,Winter,0.541,16.22,105.41,60,Regular,4,Premium,3673.46,6.498766954377312,0.5810955961331902,3.2223415682062297
106,Water Heater,1973,3,2.54,389,3,Urban,High,Independent House,Winter,5.245,157.35,1022.8,60,Regular,4,Budget,3673.46,6.5001588814744204,2.658388241256969,1.5205271160669032
106,Laptop,57,4,6.63,162,3,Urban,High,Independent House,Winter,0.368,11.04,71.79,80,Regular,1,Standard,3673.46,6.502717391304349,6.456140350877193,70.17543859649122
106,Desktop Computer,317,4,7.42,84,3,Urban,High,Independent House,Winter,2.123,63.7,414.07,80,Regular,7,Premium,3673.46,6.500313971742543,6.697160883280758,12.618296529968454
107,Refrigerator,255,5,24.0,150,4,Rural,Middle,Independent House,Winter,4.697,140.9,915.85,100,Heavy,6,Premium,2855.8,6.5,18.419607843137257,19.607843137254903
107,Television,111,3,4.32,161,4,Rural,Middle,Independent House,Winter,0.444,13.32,86.57,60,Regular,1,Standard,2855.8,6.499249249249249,4.0,27.027027027027028
107,LED Lights,14,4,7.82,187,4,Rural,Middle,Independent House,Winter,0.105,3.14,20.41,80,Regular,6,Standard,2855.8,6.5,7.5,285.7142857142857
107,Ceiling Fan,64,3,14.67,201,4,Rural,Middle,Independent House,Winter,0.895,26.85,174.55,60,Heavy,2,Standard,2855.8,6.500931098696462,13.984375,46.875
107,Air Conditioner,1998,3,3.33,143,4,Rural,Middle,Independent House,Winter,6.721,201.63,1310.57,60,Regular,2,Standard,2855.8,6.499876010514308,3.3638638638638643,1.5015015015015014
107,Washing Machine,415,4,2.17,151,4,Rural,Middle,Independent House,Winter,0.815,24.45,158.94,80,Regular,9,Standard,2855.8,6.500613496932515,1.9638554216867468,9.63855421686747
107,Microwave,1024,5,1.15,99,4,Rural,Middle,Independent House,Winter,0.969,29.06,188.91,100,Regular,7,Premium,2855.8,6.500688231245698,0.9462890625,4.8828125
108,Refrigerator,187,2,18.0,164,3,Rural,Middle,Apartment,Summer,4.002,120.06,780.39,40,Heavy,3,Budget,5486.98,6.5,21.401069518716575,10.695187165775401
108,Television,172,4,7.83,83,3,Rural,Middle,Apartment,Summer,1.204,36.12,234.79,80,Regular,8,Standard,5486.98,6.500276854928018,7.0,23.255813953488374
108,LED Lights,12,4,6.15,176,3,Rural,Middle,Apartment,Summer,0.063,1.88,12.23,80,Regular,7,Budget,5486.98,6.505319148936171,5.25,333.3333333333333
108,Ceiling Fan,63,4,8.52,331,3,Rural,Middle,Apartment,Summer,0.52,15.6,101.37,80,Heavy,3,Standard,5486.98,6.4980769230769235,8.253968253968255,63.492063492063494
108,Air Conditioner,1411,4,18.21,233,3,Rural,Middle,Apartment,Summer,21.002,630.07,4095.46,80,Heavy,3,Premium,5486.98,6.5000079356262,14.884479092841955,2.8348688873139616
108,Washing Machine,525,3,1.44,81,3,Rural,Middle,Apartment,Summer,0.75,22.5,146.25,60,Regular,6,Budget,5486.98,6.5,1.4285714285714286,5.714285714285714
108,Microwave,709,4,0.97,198,3,Rural,Middle,Apartment,Summer,0.597,17.92,116.49,80,Regular,1,Budget,5486.98,6.500558035714285,0.842031029619182,5.6417489421720735
109,Refrigerator,239,3,12.0,84,2,Urban,High,Independent House,Summer,2.653,79.59,517.34,60,Heavy,1,Premium,4895.990000000001,6.500062821962558,11.100418410041842,12.552301255230127
109,Television,82,5,9.34,204,2,Urban,High,Independent House,Summer,0.612,18.37,119.4,100,Heavy,2,Standard,4895.990000000001,6.499727817093087,7.463414634146341,60.97560975609756
109,LED Lights,14,5,7.47,195,2,Urban,High,Independent House,Summer,0.091,2.73,17.74,100,Regular,8,Standard,4895.990000000001,6.498168498168497,6.5,357.1428571428571
109,Ceiling Fan,70,5,9.54,142,2,Urban,High,Independent House,Summer,0.483,14.5,94.28,100,Heavy,8,Premium,4895.990000000001,6.502068965517242,6.8999999999999995,71.42857142857142
109,Air Conditioner,1057,3,14.26,88,2,Urban,High,Independent House,Summer,13.838,415.13,2698.32,60,Heavy,6,Premium,4895.990000000001,6.499939777900899,13.091769157994323,2.838221381267739
109,Washing Machine,483,3,0.68,102,2,Urban,High,Independent House,Summer,0.324,9.71,63.11,60,Regular,6,Premium,4895.990000000001,6.499485066941297,0.6708074534161491,6.211180124223603
109,Microwave,865,5,1.73,108,2,Urban,High,Independent House,Summer,1.253,37.59,244.32,100,Regular,8,Budget,4895.990000000001,6.4996009577015155,1.4485549132947975,5.780346820809249
109,Water Heater,2912,3,1.21,106,2,Urban,High,Independent House,Summer,3.648,109.43,711.3,60,Regular,2,Standard,4895.990000000001,6.500045691309512,1.2527472527472527,1.0302197802197803
109,Laptop,71,4,6.46,174,2,Urban,High,Independent House,Summer,0.381,11.42,74.2,80,Regular,3,Standard,4895.990000000001,6.497373029772329,5.366197183098591,56.33802816901409
109,Desktop Computer,257,4,8.66,81,2,Urban,High,Independent House,Summer,1.826,54.77,355.98,80,Heavy,5,Standard,4895.990000000001,6.499543545736717,7.1050583657587545,15.56420233463035
110,Refrigerator,261,5,12.0,80,2,Urban,Low,Independent House,Spring,2.272,68.15,442.96,100,Heavy,9,Premium,725.46,6.499779897285399,8.704980842911876,19.157088122605362
110,Television,125,5,5.06,124,2,Urban,Low,Independent House,Spring,0.547,16.42,106.76,100,Regular,1,Premium,725.46,6.501827040194884,4.376,40.0
110,LED Lights,18,4,11.86,95,2,Urban,Low,Independent House,Spring,0.202,6.05,39.36,80,Heavy,3,Standard,725.46,6.505785123966942,11.222222222222223,222.22222222222223
110,Ceiling Fan,65,5,13.47,228,2,Urban,Low,Independent House,Spring,0.699,20.98,136.38,100,Heavy,4,Standard,725.46,6.50047664442326,10.753846153846153,76.92307692307692
111,Refrigerator,290,3,18.0,290,3,Suburban,Low,Independent House,Monsoon,5.068,152.04,988.29,60,Heavy,7,Budget,1205.6,6.500197316495659,17.475862068965515,10.344827586206897
111,Television,118,5,5.55,350,3,Suburban,Low,Independent House,Monsoon,0.571,17.14,111.38,100,Regular,2,Budget,1205.6,6.498249708284714,4.838983050847457,42.37288135593221
111,LED Lights,15,5,11.81,185,3,Suburban,Low,Independent House,Monsoon,0.133,3.99,25.92,100,Heavy,1,Standard,1205.6,6.496240601503759,8.866666666666667,333.33333333333337
111,Ceiling Fan,52,4,8.74,137,3,Suburban,Low,Independent House,Monsoon,0.41,12.31,80.01,80,Heavy,5,Premium,1205.6,6.499593826157596,7.884615384615384,76.92307692307692
112,Refrigerator,256,2,18.0,115,3,Urban,Low,Apartment,Winter,5.073,152.18,989.16,40,Heavy,4,Budget,1323.15,6.499934288342751,19.81640625,7.8125
112,Television,129,3,6.2,123,3,Urban,Low,Apartment,Winter,0.82,24.59,159.86,60,Regular,7,Premium,1323.15,6.50101667344449,6.356589147286821,23.25581395348837
112,LED Lights,18,4,8.59,222,3,Urban,Low,Apartment,Winter,0.137,4.11,26.71,80,Heavy,1,Premium,1323.15,6.4987834549878345,7.611111111111112,222.22222222222223
112,Ceiling Fan,69,4,11.74,207,3,Urban,Low,Apartment,Winter,0.756,22.68,147.42,80,Heavy,3,Budget,1323.15,6.499999999999999,10.956521739130434,57.97101449275362
113,Refrigerator,190,4,24.0,381,4,Urban,High,Independent House,Monsoon,4.211,126.34,821.19,80,Heavy,7,Standard,9413.89,6.4998416970080735,22.163157894736845,21.05263157894737
113,Television,91,5,7.44,111,4,Urban,High,Independent House,Monsoon,0.589,17.68,114.94,100,Regular,1,Budget,9413.89,6.501131221719457,6.472527472527473,54.94505494505495
113,LED Lights,18,4,9.74,167,4,Urban,High,Independent House,Monsoon,0.151,4.52,29.36,80,Heavy,9,Premium,9413.89,6.495575221238939,8.38888888888889,222.22222222222223
113,Ceiling Fan,67,4,10.8,121,4,Urban,High,Independent House,Monsoon,0.59,17.69,114.97,80,Heavy,4,Standard,9413.89,6.499152063312605,8.805970149253731,59.70149253731343
113,Air Conditioner,1440,2,12.58,93,4,Urban,High,Independent House,Monsoon,23.832,714.96,4647.22,40,Heavy,2,Standard,9413.89,6.499972026407072,16.55,1.3888888888888888
113,Washing Machine,719,4,1.03,269,4,Urban,High,Independent House,Monsoon,0.712,21.35,138.79,80,Regular,9,Budget,9413.89,6.5007025761124115,0.9902642559109875,5.563282336578582
113,Microwave,1160,5,1.49,286,4,Urban,High,Independent House,Monsoon,1.271,38.14,247.91,100,Regular,2,Budget,9413.89,6.5,1.0956896551724136,4.310344827586207
113,Water Heater,2897,2,3.95,281,4,Urban,High,Independent House,Monsoon,14.393,431.79,2806.66,40,Regular,3,Premium,9413.89,6.5000578985154815,4.968243010010356,0.6903693476009666
113,Laptop,56,4,10.9,109,4,Urban,High,Independent House,Monsoon,0.504,15.13,98.36,80,Heavy,2,Budget,9413.89,6.5009914077990745,9.0,71.42857142857143
113,Desktop Computer,373,4,6.5,123,4,Urban,High,Independent House,Monsoon,2.023,60.69,394.49,80,Regular,7,Standard,9413.89,6.500082385895535,5.423592493297587,10.723860589812332
114,Refrigerator,190,5,18.0,151,3,Suburban,High,Apartment,Summer,2.596,77.87,506.17,100,Heavy,5,Standard,4716.4800000000005,6.500192628740208,13.663157894736843,26.31578947368421
114,Television,123,4,8.39,113,3,Suburban,High,Apartment,Summer,0.954,28.63,186.11,80,Heavy,7,Premium,4716.4800000000005,6.5005239259518,7.7560975609756095,32.520325203252035
114,LED Lights,14,4,7.8,136,3,Suburban,High,Apartment,Summer,0.104,3.13,20.37,80,Regular,5,Standard,4716.4800000000005,6.507987220447285,7.428571428571429,285.7142857142857
114,Ceiling Fan,77,4,15.13,260,3,Suburban,High,Apartment,Summer,1.076,32.27,209.75,80,Heavy,2,Premium,4716.4800000000005,6.499845057328788,13.974025974025976,51.94805194805195
114,Air Conditioner,1615,5,9.2,363,3,Suburban,High,Apartment,Summer,11.519,345.56,2246.13,100,Heavy,8,Budget,4716.4800000000005,6.499971061465447,7.13250773993808,3.0959752321981426
114,Washing Machine,766,3,1.04,168,3,Suburban,High,Apartment,Summer,0.781,23.42,152.23,60,Regular,8,Standard,4716.4800000000005,6.499999999999999,1.0195822454308094,3.91644908616188
114,Microwave,1110,4,1.15,199,3,Suburban,High,Apartment,Summer,1.038,31.15,202.47,80,Regular,7,Budget,4716.4800000000005,6.499839486356341,0.9351351351351352,3.603603603603603
114,Water Heater,1728,4,1.9,384,3,Suburban,High,Apartment,Summer,3.013,90.39,587.56,80,Regular,8,Standard,4716.4800000000005,6.500276579267617,1.7436342592592593,2.314814814814815
114,Laptop,72,4,10.98,171,3,Suburban,High,Apartment,Summer,0.745,22.36,145.37,80,Heavy,1,Standard,4716.4800000000005,6.50134168157424,10.347222222222223,55.55555555555556
114,Desktop Computer,296,3,8.21,105,3,Suburban,High,Apartment,Summer,2.361,70.82,460.32,60,Heavy,7,Standard,4716.4800000000005,6.499858796950015,7.976351351351352,10.135135135135135
115,Refrigerator,279,2,24.0,355,5,Urban,Low,Apartment,Spring,8.387,251.6,1635.4,40,Heavy,9,Standard,2004.48,6.500000000000001,30.060931899641577,7.168458781362006
115,Television,153,3,6.78,149,5,Urban,Low,Apartment,Spring,1.107,33.2,215.82,60,Regular,6,Budget,2004.48,6.500602409638553,7.235294117647059,19.607843137254903
115,LED Lights,15,5,9.79,172,5,Urban,Low,Apartment,Spring,0.116,3.49,22.71,100,Heavy,8,Premium,2004.48,6.507163323782235,7.733333333333333,333.33333333333337
115,Ceiling Fan,62,3,11.57,158,5,Urban,Low,Apartment,Spring,0.67,20.09,130.55,60,Heavy,2,Budget,2004.48,6.498257839721255,10.806451612903226,48.38709677419355
116,Refrigerator,200,3,18.0,208,3,Rural,Middle,Independent House,Winter,3.72,111.59,725.36,60,Heavy,1,Budget,2035.9,6.500224034411685,18.6,15.0
116,Television,161,5,5.84,316,3,Rural,Middle,Independent House,Winter,0.714,21.41,139.18,100,Regular,4,Budget,2035.9,6.5007006071929005,4.434782608695652,31.055900621118013
116,LED Lights,19,5,9.69,326,3,Rural,Middle,Independent House,Winter,0.148,4.43,28.76,100,Heavy,5,Standard,2035.9,6.492099322799098,7.789473684210526,263.15789473684214
116,Ceiling Fan,65,5,12.27,307,3,Rural,Middle,Independent House,Winter,0.601,18.03,117.22,100,Heavy,3,Standard,2035.9,6.501386577925679,9.246153846153847,76.92307692307692
116,Air Conditioner,1654,5,2.3,323,3,Rural,Middle,Independent House,Winter,2.798,83.93,545.53,100,Regular,3,Standard,2035.9,6.499821279637793,1.6916565900846434,3.0229746070133015
116,Washing Machine,614,4,1.77,275,3,Rural,Middle,Independent House,Winter,1.072,32.17,209.09,80,Regular,9,Premium,2035.9,6.4995337270749145,1.745928338762215,6.514657980456026
116,Microwave,1136,5,1.45,287,3,Rural,Middle,Independent House,Winter,1.388,41.65,270.76,100,Regular,9,Premium,2035.9,6.500840336134454,1.2218309859154928,4.401408450704226
117,Refrigerator,255,4,24.0,249,6,Rural,High,Apartment,Monsoon,5.046,151.38,983.98,80,Heavy,1,Budget,9445.6,6.500066058924561,19.788235294117648,15.686274509803921
117,Television,119,4,9.62,295,6,Rural,High,Apartment,Monsoon,1.093,32.79,213.15,80,Heavy,5,Standard,9445.6,6.500457456541629,9.184873949579831,33.61344537815126
117,LED Lights,19,4,6.3,110,6,Rural,High,Apartment,Monsoon,0.109,3.28,21.32,80,Regular,5,Budget,9445.6,6.500000000000001,5.736842105263158,210.5263157894737
117,Ceiling Fan,77,5,12.02,106,6,Rural,High,Apartment,Monsoon,0.805,24.14,156.88,100,Heavy,7,Standard,9445.6,6.498757249378625,10.454545454545457,64.93506493506493
117,Air Conditioner,1057,2,13.63,269,6,Rural,High,Apartment,Monsoon,17.28,518.41,3369.66,40,Heavy,6,Standard,9445.6,6.499990355124322,16.348155156102177,1.892147587511826
117,Washing Machine,424,4,3.8,120,6,Rural,High,Apartment,Monsoon,1.347,40.42,262.7,80,Regular,1,Standard,9445.6,6.499257793171696,3.17688679245283,9.433962264150944
117,Microwave,960,3,0.82,206,6,Rural,High,Apartment,Monsoon,0.86,25.79,167.61,60,Regular,5,Standard,9445.6,6.499030632027918,0.8958333333333334,3.125
117,Water Heater,2728,2,5.41,302,6,Rural,High,Apartment,Monsoon,19.253,577.58,3754.29,40,Regular,5,Standard,9445.6,6.500034627237785,7.057551319648094,0.7331378299120234
117,Laptop,77,5,9.13,165,6,Rural,High,Apartment,Monsoon,0.516,15.48,100.61,100,Heavy,7,Budget,9445.6,6.499354005167959,6.701298701298702,64.93506493506493
117,Desktop Computer,311,3,6.69,129,6,Rural,High,Apartment,Monsoon,2.13,63.91,415.4,60,Regular,2,Standard,9445.6,6.499765294946018,6.848874598070739,9.646302250803858
118,Refrigerator,212,2,12.0,173,2,Urban,Low,Independent House,Summer,3.237,97.12,631.28,40,Heavy,2,Budget,936.16,6.499999999999999,15.268867924528303,9.433962264150944
118,Television,169,3,4.76,239,2,Urban,Low,Independent House,Summer,0.837,25.11,163.24,60,Regular,7,Budget,936.16,6.50099561927519,4.952662721893491,17.75147928994083
118,LED Lights,9,4,10.89,306,2,Urban,Low,Independent House,Summer,0.086,2.57,16.72,80,Heavy,4,Standard,936.16,6.505836575875486,9.555555555555555,444.44444444444446
118,Ceiling Fan,70,5,10.73,282,2,Urban,Low,Independent House,Summer,0.641,19.22,124.92,100,Heavy,2,Standard,936.16,6.499479708636837,9.157142857142857,71.42857142857142
119,Refrigerator,166,4,24.0,250,6,Rural,Middle,Independent House,Spring,3.606,108.17,703.07,80,Heavy,9,Premium,4039.86,6.499676435240825,21.72289156626506,24.096385542168672
119,Television,153,3,4.64,210,6,Rural,Middle,Independent House,Spring,0.704,21.12,137.27,60,Regular,1,Premium,4039.86,6.499526515151516,4.601307189542483,19.607843137254903
119,LED Lights,11,5,7.74,114,6,Rural,Middle,Independent House,Spring,0.067,2.02,13.15,100,Regular,2,Standard,4039.86,6.50990099009901,6.090909090909092,454.54545454545456
119,Ceiling Fan,65,3,9.48,176,6,Rural,Middle,Independent House,Spring,0.648,19.44,126.34,60,Heavy,2,Premium,4039.86,6.498971193415637,9.96923076923077,46.15384615384615
119,Air Conditioner,1436,2,7.9,246,6,Rural,Middle,Independent House,Spring,14.221,426.62,2773.03,40,Regular,5,Standard,4039.86,6.5,9.903203342618385,1.392757660167131
119,Washing Machine,625,5,1.66,391,6,Rural,Middle,Independent House,Spring,0.859,25.76,167.46,100,Regular,7,Standard,4039.86,6.500776397515528,1.3744,8.0
119,Microwave,821,5,0.98,355,6,Rural,Middle,Independent House,Spring,0.613,18.39,119.54,100,Regular,8,Standard,4039.86,6.500271886895052,0.7466504263093788,6.090133982947625
120,Refrigerator,173,2,24.0,208,4,Urban,Low,Apartment,Winter,5.404,162.13,1053.82,40,Heavy,2,Premium,1310.74,6.499845802750879,31.236994219653177,11.560693641618498
120,Television,116,4,6.96,221,4,Urban,Low,Apartment,Winter,0.693,20.78,135.06,80,Regular,6,Premium,1310.74,6.499518768046198,5.974137931034482,34.48275862068965
120,LED Lights,13,5,6.02,280,4,Urban,Low,Apartment,Winter,0.067,2.02,13.11,100,Regular,7,Standard,1310.74,6.49009900990099,5.153846153846154,384.61538461538464
120,Ceiling Fan,72,5,9.21,116,4,Urban,Low,Apartment,Winter,0.558,16.73,108.75,100,Heavy,2,Premium,1310.74,6.5002988643156,7.750000000000001,69.44444444444444
121,Refrigerator,279,5,24.0,199,6,Suburban,Low,Independent House,Spring,4.941,148.23,963.52,100,Heavy,3,Standard,1306.8899999999999,6.500168656817109,17.70967741935484,17.921146953405017
121,Television,199,4,4.65,267,6,Suburban,Low,Independent House,Spring,0.778,23.33,151.63,80,Regular,2,Premium,1306.8899999999999,6.499357051007287,3.9095477386934676,20.100502512562812
121,LED Lights,18,4,11.96,146,6,Suburban,Low,Independent House,Spring,0.176,5.29,34.39,80,Heavy,8,Premium,1306.8899999999999,6.500945179584121,9.777777777777777,222.22222222222223
121,Ceiling Fan,56,3,13.95,232,6,Suburban,Low,Independent House,Spring,0.807,24.21,157.35,60,Heavy,5,Premium,1306.8899999999999,6.499380421313506,14.410714285714286,53.57142857142857
122,Refrigerator,199,4,12.0,88,2,Urban,Low,Apartment,Spring,2.022,60.67,394.34,80,Heavy,3,Premium,626.47,6.499752760837316,10.160804020100501,20.100502512562812
122,Television,137,4,4.32,230,2,Urban,Low,Apartment,Spring,0.568,17.04,110.78,80,Regular,2,Budget,626.47,6.501173708920188,4.145985401459853,29.1970802919708
122,LED Lights,11,5,7.02,81,2,Urban,Low,Apartment,Spring,0.065,1.94,12.59,100,Regular,1,Standard,626.47,6.489690721649485,5.909090909090909,454.54545454545456
122,Ceiling Fan,79,4,8.18,319,2,Urban,Low,Apartment,Spring,0.558,16.73,108.76,80,Heavy,6,Standard,626.47,6.500896592946802,7.0632911392405076,50.63291139240506
123,Refrigerator,269,5,24.0,273,4,Suburban,High,Apartment,Spring,4.9,146.99,955.46,100,Heavy,9,Budget,5262.91,6.500170079597251,18.21561338289963,18.587360594795538
123,Television,183,5,6.42,365,4,Suburban,High,Apartment,Spring,1.023,30.7,199.54,100,Regular,2,Standard,5262.91,6.4996742671009775,5.590163934426228,27.3224043715847
123,LED Lights,20,5,10.09,302,4,Suburban,High,Apartment,Spring,0.158,4.75,30.86,100,Heavy,4,Budget,5262.91,6.496842105263158,7.9,250.0
123,Ceiling Fan,66,4,9.23,126,4,Suburban,High,Apartment,Spring,0.495,14.85,96.52,80,Heavy,5,Budget,5262.91,6.4996632996632995,7.5,60.6060606060606
123,Air Conditioner,1638,5,7.52,132,4,Suburban,High,Apartment,Spring,9.112,273.35,1776.78,100,Regular,4,Premium,5262.91,6.500018291567587,5.562881562881563,3.0525030525030528
123,Washing Machine,763,3,2.16,316,4,Suburban,High,Apartment,Spring,1.646,49.39,321.02,60,Regular,4,Premium,5262.91,6.499696294796517,2.157273918741809,3.9318479685452163
123,Microwave,1079,5,1.13,102,4,Suburban,High,Apartment,Spring,1.057,31.7,206.03,100,Regular,2,Standard,5262.91,6.499369085173502,0.9796107506950881,4.633920296570899
123,Water Heater,1557,2,3.51,197,4,Suburban,High,Apartment,Spring,6.155,184.65,1200.22,40,Regular,9,Budget,5262.91,6.49997292174384,3.9531149646756587,1.2845215157353886
123,Laptop,88,4,8.78,106,4,Suburban,High,Apartment,Spring,0.629,18.86,122.57,80,Heavy,4,Standard,5262.91,6.498939554612937,7.1477272727272725,45.45454545454546
123,Desktop Computer,227,3,8.04,387,4,Suburban,High,Apartment,Spring,1.815,54.45,353.91,60,Heavy,6,Premium,5262.91,6.499724517906336,7.995594713656388,13.215859030837004
124,Refrigerator,151,5,12.0,119,2,Suburban,Middle,Apartment,Summer,1.565,46.96,305.26,100,Heavy,2,Budget,3415.9600000000005,6.500425894378194,10.364238410596025,33.11258278145696
124,Television,81,3,7.3,204,2,Suburban,Middle,Apartment,Summer,0.624,18.71,121.59,60,Regular,6,Standard,3415.9600000000005,6.498663816141101,7.703703703703704,37.03703703703704
124,LED Lights,14,5,9.25,250,2,Suburban,Middle,Apartment,Summer,0.108,3.24,21.06,100,Heavy,1,Standard,3415.9600000000005,6.499999999999999,7.714285714285714,357.1428571428571
124,Ceiling Fan,54,3,11.46,347,2,Suburban,Middle,Apartment,Summer,0.594,17.83,115.89,60,Heavy,7,Standard,3415.9600000000005,6.499719573752103,11.0,55.55555555555556
124,Air Conditioner,1198,4,12.84,274,2,Suburban,Middle,Apartment,Summer,13.27,398.09,2587.59,80,Heavy,7,Budget,3415.9600000000005,6.500012559973876,11.076794657762937,3.33889816360601
124,Washing Machine,701,4,1.28,184,2,Suburban,Middle,Apartment,Summer,0.854,25.63,166.6,80,Regular,6,Standard,3415.9600000000005,6.500195083886071,1.218259629101284,5.706134094151213
124,Microwave,1120,5,0.52,96,2,Suburban,Middle,Apartment,Summer,0.502,15.07,97.97,100,Regular,4,Budget,3415.9600000000005,6.5009953550099535,0.44821428571428573,4.4642857142857135
125,Refrigerator,158,2,24.0,170,4,Suburban,Middle,Apartment,Summer,4.382,131.45,854.42,40,Heavy,5,Premium,5767.1900000000005,6.499961962723469,27.73417721518987,12.658227848101266
125,Television,199,5,7.06,206,4,Suburban,Middle,Apartment,Summer,1.107,33.21,215.85,100,Regular,8,Premium,5767.1900000000005,6.499548328816621,5.562814070351759,25.125628140703515
125,LED Lights,9,4,8.45,174,4,Suburban,Middle,Apartment,Summer,0.065,1.95,12.65,80,Heavy,9,Budget,5767.1900000000005,6.487179487179487,7.222222222222222,444.44444444444446
125,Ceiling Fan,71,5,11.37,135,4,Suburban,Middle,Apartment,Summer,0.603,18.09,117.6,100,Heavy,8,Budget,5767.1900000000005,6.500829187396351,8.492957746478872,70.42253521126761
125,Air Conditioner,1252,3,16.98,131,4,Suburban,Middle,Apartment,Summer,21.898,656.94,4270.12,60,Heavy,7,Standard,5767.1900000000005,6.500015222090297,17.49041533546326,2.3961661341853033
125,Washing Machine,479,5,1.55,307,4,Suburban,Middle,Apartment,Summer,0.618,18.53,120.47,100,Regular,7,Standard,5767.1900000000005,6.501349163518618,1.290187891440501,10.438413361169102
125,Microwave,827,5,1.35,339,4,Suburban,Middle,Apartment,Summer,0.903,27.09,176.08,100,Regular,9,Budget,5767.1900000000005,6.499815430047989,1.0918984280532045,6.045949214026603
126,Refrigerator,268,5,24.0,379,4,Rural,Middle,Independent House,Summer,5.115,153.44,997.33,100,Heavy,2,Standard,9071.32,6.499804483837331,19.08582089552239,18.656716417910445
126,Television,106,5,4.99,169,4,Rural,Middle,Independent House,Summer,0.458,13.74,89.3,100,Regular,5,Standard,9071.32,6.499272197962154,4.320754716981132,47.16981132075472
126,LED Lights,16,5,11.47,110,4,Rural,Middle,Independent House,Summer,0.16,4.8,31.2,100,Heavy,6,Standard,9071.32,6.5,10.0,312.5
126,Ceiling Fan,77,5,8.22,150,4,Rural,Middle,Independent House,Summer,0.52,15.59,101.31,100,Heavy,3,Budget,9071.32,6.498396407953817,6.753246753246753,64.93506493506493
126,Air Conditioner,1678,2,19.0,157,4,Rural,Middle,Independent House,Summer,37.594,1127.83,7330.91,40,Heavy,1,Standard,9071.32,6.500013299876755,22.404052443384984,1.1918951132300357
126,Washing Machine,697,4,2.0,102,4,Rural,Middle,Independent House,Summer,1.357,40.72,264.66,80,Regular,1,Standard,9071.32,6.499508840864441,1.9469153515064561,5.738880918220947
126,Microwave,953,3,1.37,268,4,Rural,Middle,Independent House,Summer,1.316,39.48,256.61,60,Regular,8,Standard,9071.32,6.499746707193516,1.3809024134312697,3.1479538300104934
127,Refrigerator,242,2,18.0,139,3,Rural,Middle,Apartment,Summer,5.6,168.0,1092.0,40,Heavy,1,Premium,5339.39,6.5,23.140495867768593,8.264462809917356
127,Television,118,4,9.32,167,3,Rural,Middle,Apartment,Summer,1.048,31.44,204.39,80,Heavy,6,Budget,5339.39,6.5009541984732815,8.88135593220339,33.898305084745765
127,LED Lights,19,5,6.35,133,3,Rural,Middle,Apartment,Summer,0.089,2.67,17.33,100,Regular,5,Budget,5339.39,6.49063670411985,4.684210526315789,263.15789473684214
127,Ceiling Fan,57,3,10.15,235,3,Rural,Middle,Apartment,Summer,0.605,18.16,118.07,60,Heavy,8,Standard,5339.39,6.5016519823788546,10.614035087719298,52.63157894736842
127,Air Conditioner,1500,5,16.41,172,3,Rural,Middle,Apartment,Summer,18.18,545.39,3545.02,100,Heavy,6,Standard,5339.39,6.499972496745448,12.120000000000001,3.3333333333333335
127,Washing Machine,591,5,1.74,116,3,Rural,Middle,Apartment,Summer,0.827,24.81,161.23,100,Regular,6,Standard,5339.39,6.498589278516727,1.3993231810490692,8.460236886632826
127,Microwave,986,5,1.33,371,3,Rural,Middle,Apartment,Summer,1.033,30.98,201.35,100,Regular,7,Budget,5339.39,6.499354422207876,1.0476673427991885,5.070993914807302
128,Refrigerator,267,2,24.0,113,5,Urban,Middle,Independent House,Monsoon,8.431,252.92,1643.99,40,Heavy,1,Budget,4915.09,6.500039538193896,31.57677902621722,7.49063670411985
